linear_score,logistic_score,quality
4.915093452600573,16.620494727275684,5.0
4.892034448792842,16.12675108224,5.0
5.239843055081323,17.906830822594642,5.0
5.81080763716821,20.71351571631654,6.0
5.1792976251839775,17.8164532465497,5.0
4.870403675371506,16.350672492174066,5.0
5.054915035479198,16.819406507412346,5.0
6.55417974306998,23.621673429347666,7.0
6.408949703930347,23.134724636757813,7.0
5.28374478128967,18.80653708125105,5.0
4.967053336030858,16.33908067456747,5.0
5.415846867581365,19.404516340888062,5.0
4.3736138977070596,13.983392354312066,5.0
5.411555066160162,18.510581597228402,5.0
4.096337637835802,12.472579933873657,5.0
4.843745276954863,15.872390457052578,5.0
6.10650826698766,21.853722818251384,7.0
5.269736534041442,18.77024441546019,5.0
4.194575298979473,13.442789242433046,4.0
5.7330684532512635,20.690692699289794,6.0
5.852108894845912,20.547127954882647,6.0
5.280367276379309,18.32502070321849,5.0
4.67942688904553,15.105720901874385,5.0
5.67316212450325,19.72896631016704,5.0
5.7392143365229344,20.037901564462576,6.0
5.743227924548961,19.779226985972592,5.0
5.795926546699235,20.36319083730283,5.0
4.547324802753835,14.507741642237377,5.0
4.85924654155896,16.214705586067858,5.0
5.685596293125116,20.019320837929637,6.0
5.076100815887074,17.21505799284654,5.0
6.117496812108897,22.15426420741892,6.0
5.9154129998863425,20.892807140670442,5.0
5.543244303908168,19.7912735416325,6.0
4.745282754035713,15.375109980113919,5.0
5.599970332293452,20.16282709529135,6.0
5.608078973984405,20.283419394095922,6.0
6.412093539442424,22.99430172081143,7.0
5.1333186521818845,18.100661481445677,4.0
4.538880447235286,15.42841024994891,5.0
5.265441921839624,18.71729617795246,5.0
4.419315891480451,14.316997738424806,4.0
5.986068273077123,22.462919090957307,6.0
5.627595047945462,19.77763625216117,5.0
5.450584688157775,18.86192469666298,5.0
5.250592821530532,19.248892112429488,4.0
5.127117844237972,17.594880574435386,5.0
5.290715308414846,18.315905623553725,5.0
4.344267817993483,13.566366877398124,5.0
5.800113086955122,20.06629401640908,5.0
4.996979841398897,16.7119578770662,5.0
5.790040509572421,20.18065866159778,6.0
5.7391190010918365,19.94183182755426,6.0
5.210948690806376,17.51981264183672,5.0
5.884890752994181,20.44821860811791,6.0
5.315813268082181,18.18383952011024,5.0
5.608334717203249,19.815516031283096,5.0
5.071081226633751,16.76645568997917,5.0
5.165204872391826,17.82331250467352,5.0
5.626529104920223,19.769019999548895,6.0
4.798091936590339,16.097339577767123,5.0
4.614546023825412,15.15720127562262,5.0
6.028512428198255,21.479567164562013,7.0
5.168782954816663,17.663203365926556,5.0
4.88035396218973,17.126758017643578,5.0
5.276660221064816,18.920695796554604,5.0
5.146326237068621,17.50513199169543,5.0
5.80258392842795,20.811968217076647,5.0
5.607788704999621,19.761683155604395,5.0
5.295112617285923,18.315099577362783,6.0
5.85307418445889,20.515158008456524,6.0
4.62598335115166,15.202619727837291,5.0
5.0926524275806315,17.23714268443475,5.0
4.6041678865661595,15.185598113993521,4.0
5.279657976300157,18.215217819582378,5.0
5.8260661850164155,21.702117138694764,5.0
5.099504710412077,18.413231210691215,5.0
5.166238601800018,18.150224285993723,6.0
5.394468239108903,18.827166416058127,5.0
4.915872680831214,15.7974735585739,4.0
4.671882215866503,15.197449178213985,5.0
5.62292618358434,21.0140517586604,5.0
4.539480619314745,14.717921023516176,5.0
4.4319631568927775,15.240005256182389,5.0
5.983889583078707,21.33260424176565,6.0
5.705457688195125,19.99799239509703,5.0
6.706231369525042,23.904465242948646,6.0
5.23213187934563,17.92960584400555,5.0
5.417621867487043,18.343956104215547,5.0
4.9613245810895705,16.706717540835076,5.0
5.268537156523337,17.425615610467354,5.0
6.5080782400874995,23.00749635349313,6.0
6.312637097417365,22.12240301736827,5.0
4.703723534178835,15.537688805457513,5.0
4.258505466236173,13.352219946802023,4.0
5.64371983557254,20.85309183960814,6.0
4.994356293953572,17.416702227848504,5.0
5.845892734411763,20.468045826813245,5.0
4.396244234309734,14.466555565001448,5.0
5.570933504791654,19.225602108023566,6.0
5.38015123099747,19.059381890876757,6.0
5.656645682874796,20.035335049631257,6.0
4.382014728166368,13.843788771290487,6.0
5.102969023642032,17.249274874942262,5.0
5.306714371455598,18.226746384383638,5.0
4.6406117216210845,15.15634746621273,5.0
4.63858231135471,16.49589598047624,5.0
4.947824049254464,16.634055477629303,5.0
6.246696577556136,22.71776160711122,6.0
5.207666167568178,17.719960530615197,5.0
4.870256319744712,16.00970089516328,5.0
4.879644753332499,16.20191176517821,5.0
5.755252915572953,20.11029853087051,5.0
5.9255118152218955,21.234481302429106,6.0
4.473950060869612,14.215763116252255,5.0
5.327361389367525,18.378892153828048,6.0
5.34612844800111,18.754880199042773,6.0
5.468998378847246,19.054388050453127,6.0
6.27844242287955,22.91080962478751,6.0
4.614388560518748,14.806038822090695,6.0
5.2493430173311,18.399487572257293,5.0
6.212391379733688,22.611819994969007,6.0
4.7462859794080146,15.972657877779334,5.0
5.070838226570956,17.39117699591707,5.0
4.451650697472118,14.236967100482675,5.0
5.244828049670758,17.77871447638502,5.0
5.147988402475704,18.57435551362815,5.0
5.137572972875802,18.550038091649377,5.0
6.038721725845107,21.87869317595473,7.0
5.5397821315875575,19.07123059764766,5.0
4.697969474746785,15.58572577528564,5.0
5.762708181540148,21.02883585265822,5.0
4.904044620644115,17.141970665017666,5.0
5.201312802244374,17.30293468005984,6.0
5.046825907810344,17.08966319570826,6.0
5.662665212445987,19.634437368168314,5.0
