x1	x2	y	TestTrain	logYest	SquareLossOfExp	GLM(PoissonRegression(log-link))	ExpectationAndSquareLoss(log-link)
1.1134330534640362	-0.20618975727897249	1215.871476071531	train	708.3578569005739	974.2869303223184	933.3844130996473	966.9527873315187
0.795292666938831	0.2355259583516273	1521.455778963028	train	857.4751620070604	1098.0039111008355	1072.3715076106705	1090.3932089184489
-2.4716112031281328	-0.1776766659522736	38.724906093218394	train	31.928544580386458	29.138800943754372	29.769533884825247	28.676102797617787
0.12188037844159852	-0.04279357781270471	574.4994701684896	train	354.5111380462859	429.92836815454723	421.28803954370574	425.8995149288582
-0.08412575774566275	1.0605648462667476	1281.7092410861956	train	955.1335666499908	1035.9887967691898	1054.1851040461606	1029.2634827936186
0.654338328812161	-1.1688293993004713	440.1131108057291	train	170.809847765782	240.80906252295247	225.76925131839306	238.02949309081802
1.22701577259005	-0.32438592576567316	662.2376186109101	train	689.9843241865301	970.4839635005184	924.4945436995517	963.0889150080361
-1.9659714026162598	1.4492158391350987	199.6617779249854	train	279.0745287369597	236.88192443972687	252.21098087459748	234.5719478467911
-1.6542989287236136	1.4284854518727295	337.245870120665	train	358.36984531118566	315.692113279101	334.05900962460254	312.8257987085156
-1.2527011241997998	0.4286571549973401	206.81971492223624	train	176.1042892740872	175.89322946106648	179.19066182461992	173.92742021698302
-0.40984680960119163	-0.91428867757073	205.69721535907325	train	88.38145167972982	108.1684404014976	104.15549434347608	106.73276554653137
0.4816373578338634	-1.557968407904173	144.3611201949582	train	97.20343732159247	138.61620539964522	128.79959766537894	136.7960730467918
1.0368428728652685	0.3448801467015982	997.0529157360018	train	1189.058011584729	1551.4075125858294	1513.8325807104766	1542.0591037696279
0.3140519132467221	-0.27860694565296246	615.7046922162687	train	326.43922638184796	412.3340732818085	399.75464686646876	408.36085281686064
-0.20176806147053172	-1.208569448185227	108.01142512258917	train	77.55627045160409	99.50670908968101	94.59953141250978	98.14580970575699
0.6401556299159458	0.6889770047460576	179.44221016738356	train	1211.7121282371158	1470.2030902341671	1460.129645335156	1461.5097181184308
1.203844849677501	1.3776801896806556	5336.921381799501	train	4116.586672345777	5040.407929825721	5062.725485912468	5027.972002671736
1.6485702659809367	-0.18796312038769927	256.2972508530679	train	1152.2389633826026	1681.8507836826814	1596.9599479784779	1671.412671201896
-0.036857177784013394	0.4889602299358087	752.0963629812717	train	542.6658366270373	619.4390338194216	618.7739275356906	614.4061958704697
-0.6925967270983932	-0.7268394089206124	6.960551981128177	train	84.2473442415208	98.35982981881668	95.73824869553056	97.04493037596674
1.324567512627047	1.6253725418363283	6250.068003360228	train	5949.342033523413	7240.45402679453	7312.712799759394	7230.17188181663
0.8909126048957228	1.086853666729884	4831.758611186895	train	2300.6559565956754	2782.3444672723313	2785.055841719227	2770.932814632978
0.9508116879771701	0.5355043322890484	1894.8346538093733	train	1350.3438900723313	1718.3033564446407	1689.1532435845158	1708.6006380895033
0.4780267957875635	-0.1015517170883795	641.4622043213252	train	454.5438231569698	576.7399674289333	560.5815679525368	571.7168383253459
0.2578670237317249	-0.5805884192912437	193.224119546083	train	225.58868298655034	290.0474914740363	278.86596893023153	286.94759103555884
-0.7183467592161182	0.4989221947020527	294.0081405589987	train	302.51540225069147	319.295338130098	322.9204670569885	316.1972097649681
-0.05432847067749975	-1.883521688871555	81.78117408649067	train	43.09537383296306	59.344177932766684	55.11005505777919	58.431712598707385
0.11632940442716459	0.027550988120173137	173.49015035341125	train	380.14313748073084	458.1392903897653	449.9523603870119	453.93825698830557
0.47876716821366233	-1.0994988316040943	261.931078221265	train	157.72561972824457	216.7604872445221	204.29170863533434	214.21459672252504
0.27442178137720136	-1.004872464571996	177.30187182224435	train	145.89523595805528	194.41828782234847	184.43642044206365	192.0972177345305
1.5361959618822905	-0.7344626580296567	845.311780595285	train	584.8650733552807	880.4724170123054	823.6774051465001	873.3049148366744
0.9571462156624801	1.46253698331039	2650.545749863526	train	3631.748274038099	4294.459616153825	4343.707375361948	4282.465302930344
-0.0011249184255030576	-1.2259178354291802	115.92467389104607	train	90.71766219112129	119.24606107458872	112.90325347194083	117.66513521986542
-0.5010846133979021	-0.19797603291310104	143.19735349784656	train	174.5494474748913	199.65836660908536	196.86833242270893	197.39992191992175
-1.180035261090609	-2.4386166867360246	8.054842450022344	train	8.949369739090558	11.33392762359722	10.554515177119033	11.110798754618273
2.6109416757463157	-0.3224382709879075	3600.9982782381708	train	2314.3629398807375	3809.768164716921	3541.667486554693	3793.242155587094
0.29399545470131233	0.8392356265798733	632.658547418934	train	1050.5393391974485	1210.7926218584141	1215.5096458868873	1203.197104593165
-0.9581540057437961	-1.462146992415729	56.61390689708582	train	30.617564369388184	36.78164436870386	35.16241514200149	36.18508150707834
