"date","numeric_date","percent","tag"
2008-10-01,2008.75017111567,3.55375000360096,"Python"
2008-11-01,2008.83504449008,3.58839887088211,"Python"
2008-12-01,2008.91718001369,3.71658519426051,"Python"
2009-01-01,2009,3.98171039942312,"Python"
2009-02-01,2009.0848733744,3.68384403246638,"Python"
2009-03-01,2009.16153319644,3.74007352595429,"Python"
2009-04-01,2009.24640657084,3.67294367629817,"Python"
2009-05-01,2009.32854209446,3.84338050060151,"Python"
2009-06-01,2009.41341546886,3.7258607236855,"Python"
2009-07-01,2009.49555099247,3.60827743406549,"Python"
2009-08-01,2009.58042436687,3.53918635144684,"Python"
2009-09-01,2009.66529774127,3.61814531771588,"Python"
2009-10-01,2009.74743326489,3.92422652754549,"Python"
2009-11-01,2009.83230663929,4.0864194789516,"Python"
2009-12-01,2009.9144421629,4.23786092805724,"Python"
2010-01-01,2010,4.30095527854098,"Python"
2010-02-01,2010.0848733744,4.17088862064486,"Python"
2010-03-01,2010.16153319644,3.94599439030321,"Python"
2010-04-01,2010.24640657084,3.67341175667195,"Python"
2010-05-01,2010.32854209446,3.87748849616063,"Python"
2010-06-01,2010.41341546886,4.00141659471205,"Python"
2010-07-01,2010.49555099247,4.20553789756805,"Python"
2010-08-01,2010.58042436687,3.91505315093547,"Python"
2010-09-01,2010.66529774127,3.63339062650684,"Python"
2010-10-01,2010.74743326489,4.12387559432631,"Python"
2010-11-01,2010.83230663929,3.74326760920879,"Python"
2010-12-01,2010.9144421629,3.62216898019417,"Python"
2011-01-01,2011,3.63771592127363,"Python"
2011-02-01,2011.0848733744,3.67252557634179,"Python"
2011-03-01,2011.16153319644,3.67700087961101,"Python"
2011-04-01,2011.24640657084,3.5202836465972,"Python"
2011-05-01,2011.32854209446,3.52292565092093,"Python"
2011-06-01,2011.41341546886,3.54747614909704,"Python"
2011-07-01,2011.49555099247,3.61988494401397,"Python"
2011-08-01,2011.58042436687,3.57474518830223,"Python"
2011-09-01,2011.66529774127,3.52149969914029,"Python"
2011-10-01,2011.74743326489,3.56669919209748,"Python"
2011-11-01,2011.83230663929,3.56819915511146,"Python"
2011-12-01,2011.9144421629,3.54318986374788,"Python"
2012-01-01,2012,3.62688932996928,"Python"
2012-02-01,2012.0848733744,3.68873785507304,"Python"
2012-03-01,2012.16427104723,3.77778228865309,"Python"
2012-04-01,2012.24914442163,3.8279862433522,"Python"
2012-05-01,2012.33127994524,3.8477298117316,"Python"
2012-06-01,2012.41615331964,4.01691965624384,"Python"
2012-07-01,2012.49828884326,4.08057047683095,"Python"
2012-08-01,2012.58316221766,4.13161744904179,"Python"
